CandidateID,CanFirstName,CanLastName,PartyName,OfficeName
24482,TIANA ELLIS,BLAKELY,DEMOCRATIC,COOK - 2ND SUBCIRCUIT - LAMPKIN VACANCY
24483,ADRIENNE ELAINE,DAVIS,DEMOCRATIC,COOK - 2ND SUBCIRCUIT - LAWS VACANCY
24484,DAVID R.,NAVARRO,DEMOCRATIC,COOK - 4TH SUBCIRCUIT - DAVY  VACANCY
24485,JIMMY LEE,"TILLMAN, II",REPUBLICAN,1ST CONGRESS
24486,BOBBY L.,RUSH,DEMOCRATIC,1ST CONGRESS
24487,AARON M.,ORTIZ,DEMOCRATIC,1ST REPRESENTATIVE
24488,MICHAEL P.,McAULIFFE,REPUBLICAN,20TH REPRESENTATIVE
24491,MICHAEL G.,CONNELLY,REPUBLICAN,21ST SENATE
24492,LAURA,ELLMAN,DEMOCRATIC,21ST SENATE
24493,ELIZABETH,CIACCIA-LEZZA,DEMOCRATIC,COOK - 4TH SUBCIRCUIT - RILEY  VACANCY
24494,MICHAEL J.,MADIGAN,DEMOCRATIC,22ND REPRESENTATIVE
24495,MICHAEL J.,ZALEWSKI,DEMOCRATIC,23RD REPRESENTATIVE
24496,"ELIZABETH ""LISA""",HERNANDEZ,DEMOCRATIC,24TH REPRESENTATIVE
24497,CHRIS,NYBO,REPUBLICAN,24TH SENATE
24498,"SUZANNE ""SUZY""",GLOWIAK,DEMOCRATIC,24TH SENATE
24499,CURTIS J.,TARVER II,DEMOCRATIC,25TH REPRESENTATIVE
24500,CHRISTIAN L.,MITCHELL,DEMOCRATIC,26TH REPRESENTATIVE
24501,JUSTIN Q.,SLAUGHTER,DEMOCRATIC,27TH REPRESENTATIVE
24502,TOM,ROONEY,REPUBLICAN,27TH SENATE
24503,ANN,GILLESPIE,DEMOCRATIC,27TH SENATE
24504,"ROBERT ""BOB""",RITA,DEMOCRATIC,28TH REPRESENTATIVE
24505,THADDEUS,JONES,DEMOCRATIC,29TH REPRESENTATIVE
24506,H YVONNE,COLEMAN,DEMOCRATIC,COOK - 5TH SUBCIRCUIT - BANKS  VACANCY
24507,MARIAN EMILY,PERKINS,DEMOCRATIC,COOK - 5TH SUBCIRCUIT - JONES  VACANCY
24508,ROBERT,HARRIS,DEMOCRATIC,"COOK - 5TH SUBCIRCUIT - WASHINGTON, II  VACANCY"
24509,DAVID,MERKLE,REPUBLICAN,2ND CONGRESS
24510,ROBIN,KELLY,DEMOCRATIC,2ND CONGRESS
24511,THERESA,MAH,DEMOCRATIC,2ND REPRESENTATIVE
24512,"WILLIAM ""WILL""",DAVIS,DEMOCRATIC,30TH REPRESENTATIVE
24513,SOOJAE,LEE,REPUBLICAN,30TH SENATE
24514,TERRY,LINK,DEMOCRATIC,30TH SENATE
24515,MARY E.,FLOWERS,DEMOCRATIC,31ST REPRESENTATIVE
24516,ANDRÉ,THAPEDI,DEMOCRATIC,32ND REPRESENTATIVE
24517,MARCUS C.,"EVANS, JR.",DEMOCRATIC,33RD REPRESENTATIVE
24519,NANCY,ZETTLER,DEMOCRATIC,33RD SENATE
24521,HERBERT,HEBEIN,REPUBLICAN,35TH REPRESENTATIVE
24522,FRANCES ANN,HURLEY,DEMOCRATIC,35TH REPRESENTATIVE
24523,KELLY M.,BURKE,DEMOCRATIC,36TH REPRESENTATIVE
24524,NEIL,ANDERSON,REPUBLICAN,36TH SENATE
24525,GREGG,JOHNSON,DEMOCRATIC,36TH SENATE
24526,MARGO,McDERMED,REPUBLICAN,37TH REPRESENTATIVE
24527,MATTHEW J.,HUNT,DEMOCRATIC,37TH REPRESENTATIVE
24528,DEBBIE,MEYERS-MARTIN,DEMOCRATIC,38TH REPRESENTATIVE
24529,WILL,GUZZARDI,DEMOCRATIC,39TH REPRESENTATIVE
24530,DON,HARMON,DEMOCRATIC,39TH SENATE
24531,KENT,DELGADO,DEMOCRATIC,COOK - 6TH SUBCIRCUIT -  CHEVERE VACANCY
24532,ARTHUR J.,JONES,REPUBLICAN,3RD CONGRESS
24533,DANIEL WILLIAM,LIPINSKI,DEMOCRATIC,3RD CONGRESS
24534,LUIS,ARROYO,DEMOCRATIC,3RD REPRESENTATIVE
24535,MATTIE,HUNTER,DEMOCRATIC,3RD SENATE
24536,JAIME M.,"ANDRADE, JR.",DEMOCRATIC,40TH REPRESENTATIVE
24537,GRANT,WEHRLI,REPUBLICAN,41ST REPRESENTATIVE
24538,VAL,MONTGOMERY,DEMOCRATIC,41ST REPRESENTATIVE
24539,AMY L.,GRANT,REPUBLICAN,42ND REPRESENTATIVE
24540,KATHLEEN V.,CARRIER,DEMOCRATIC,42ND REPRESENTATIVE
24541,LINDA,HOLMES,DEMOCRATIC,42ND SENATE
24542,ANDREW R.,CUMING,REPUBLICAN,43RD REPRESENTATIVE
24543,ANNA,MOELLER,DEMOCRATIC,43RD REPRESENTATIVE
24544,KATY DOLAN,BAUMER,REPUBLICAN,44TH REPRESENTATIVE
24545,FRED,CRESPO,DEMOCRATIC,44TH REPRESENTATIVE
24546,CHRISTINE JENNIFER,WINGER,REPUBLICAN,45TH REPRESENTATIVE
24548,BRIAN W.,STEWART,REPUBLICAN,45TH SENATE
24549,DAVID,SIMPSON,DEMOCRATIC,45TH SENATE
24550,GORDON (JAY),KINZLER,REPUBLICAN,46TH REPRESENTATIVE
24551,DEB,CONROY,DEMOCRATIC,46TH REPRESENTATIVE
24552,DEANNE MARIE,MAZZOCHI,REPUBLICAN,47TH REPRESENTATIVE
24553,"JAMES M. ""JIM""",CAFFREY,DEMOCRATIC,47TH REPRESENTATIVE
24554,PETER,BREEN,REPUBLICAN,48TH REPRESENTATIVE
24555,TERRA COSTA,HOWARD,DEMOCRATIC,48TH REPRESENTATIVE
24556,SETH,McMILLAN,REPUBLICAN,48TH SENATE
24557,ANDY,MANAR,DEMOCRATIC,48TH SENATE
24558,TONIA JANE,KHOURI,REPUBLICAN,49TH REPRESENTATIVE
24559,KARINA,VILLA,DEMOCRATIC,49TH REPRESENTATIVE
24560,ANDREA MICHELLE,WEBBER,DEMOCRATIC,COOK - 6TH SUBCIRCUIT - COOKE VACANCY
24561,LINDA,PEREZ,DEMOCRATIC,COOK - 6TH SUBCIRCUIT - LOPEZ CEPERO VACANCY
24562,"JAMES ""JAMIE""",SHAPIRO,DEMOCRATIC,COOK - 8TH SUBCIRCUIT - FABRI  VACANCY
24563,LINDSAY,HUGE,DEMOCRATIC,COOK - 8TH SUBCIRCUIT - LIU VACANCY
24564,MARK WAYNE,LORCH,REPUBLICAN,4TH CONGRESS
24565,"JESUS ""CHUY""",GARCIA,DEMOCRATIC,4TH CONGRESS
24566,DELIA C.,RAMIREZ,DEMOCRATIC,4TH REPRESENTATIVE
24567,KEITH R.,WHEELER,REPUBLICAN,50TH REPRESENTATIVE
24568,JAMES G.,LESLIE,DEMOCRATIC,50TH REPRESENTATIVE
24570,CHAPIN,ROSE,REPUBLICAN,51ST SENATE
24571,DAVID,McSWEENEY,REPUBLICAN,52ND REPRESENTATIVE
24572,EDDIE,CORRIGAN,REPUBLICAN,53RD REPRESENTATIVE
24573,MARK L.,WALKER,DEMOCRATIC,53RD REPRESENTATIVE
24574,TOM,MORRISON,REPUBLICAN,54TH REPRESENTATIVE
24575,MAGGIE,TREVOR,DEMOCRATIC,54TH REPRESENTATIVE
24576,JASON,PLUMMER,REPUBLICAN,54TH SENATE
24577,MARILYN,SMOLENSKI,REPUBLICAN,55TH REPRESENTATIVE
24578,MARTIN J.,MOYLAN,DEMOCRATIC,55TH REPRESENTATIVE
24579,JILLIAN,ROSE BERNAS,REPUBLICAN,56TH REPRESENTATIVE
24580,MICHELLE,MUSSMAN,DEMOCRATIC,56TH REPRESENTATIVE
24582,JONATHAN,CARROLL,DEMOCRATIC,57TH REPRESENTATIVE
24583,TANYA,HILDENBRAND,REPUBLICAN,57TH SENATE
24584,CHRISTOPHER,BELT,DEMOCRATIC,57TH SENATE
24586,BOB,MORGAN,DEMOCRATIC,58TH REPRESENTATIVE
24587,ANNE M.,BURKE - YES,NON-PARTISAN,1ST SUPREME - RETAIN BURKE
24588,ANNE M.,BURKE - NO,NON-PARTISAN,1ST SUPREME - RETAIN BURKE
24589,MARGARET STANTON,MCBRIDE - YES,NON-PARTISAN,1ST APPELLATE - RETAIN MCBRIDE
24590,MARGARET STANTON,MCBRIDE - NO,NON-PARTISAN,1ST APPELLATE - RETAIN MCBRIDE
24591,ROBERT D.,MCLAREN - YES,NON-PARTISAN,2ND APPELLATE - RETAIN MCLAREN
24592,ROBERT D.,MCLAREN - NO,NON-PARTISAN,2ND APPELLATE - RETAIN MCLAREN
24593,BRAD K.,BLEYER - YES,NON-PARTISAN,1ST CIRCUIT - RETAIN BLEYER
24594,BRAD K.,BLEYER - NO,NON-PARTISAN,1ST CIRCUIT - RETAIN BLEYER
24595,MARK M.,BOIE - YES,NON-PARTISAN,1ST CIRCUIT - RETAIN BOIE
24596,MARK M.,BOIE - NO,NON-PARTISAN,1ST CIRCUIT - RETAIN BOIE
24597,ERIC J.,DIRNBECK - YES,NON-PARTISAN,2ND CIRCUIT - RETAIN DIRNBECK
24598,ERIC J.,DIRNBECK - NO,NON-PARTISAN,2ND CIRCUIT - RETAIN DIRNBECK
24599,MELISSA,MORGAN - YES,NON-PARTISAN,2ND CIRCUIT - RETAIN MORGAN
24600,MELISSA,MORGAN - NO,NON-PARTISAN,2ND CIRCUIT - RETAIN MORGAN
24601,T. SCOTT,WEBB - YES,NON-PARTISAN,2ND CIRCUIT - RETAIN WEBB
24602,T. SCOTT,WEBB - NO,NON-PARTISAN,2ND CIRCUIT - RETAIN WEBB
24603,CHRISTOPHER L.,WEBER - YES,NON-PARTISAN,"2ND CIRCUIT - RETAIN WEBER, CHRISTOPHER L."
24604,CHRISTOPHER L.,WEBER - NO,NON-PARTISAN,"2ND CIRCUIT - RETAIN WEBER, CHRISTOPHER L."
24605,JO BETH,WEBER - YES,NON-PARTISAN,"2ND CIRCUIT - RETAIN WEBER, JO BETH"
24606,JO BETH,WEBER - NO,NON-PARTISAN,"2ND CIRCUIT - RETAIN WEBER, JO BETH"
24607,DAVE,HYLLA - YES,NON-PARTISAN,3RD CIRCUIT - RETAIN HYLLA
24608,DAVE,HYLLA - NO,NON-PARTISAN,3RD CIRCUIT - RETAIN HYLLA
24609,KYLE ANNE,NAPP - YES,NON-PARTISAN,3RD CIRCUIT - RETAIN NAPP
24610,KYLE ANNE,NAPP - NO,NON-PARTISAN,3RD CIRCUIT - RETAIN NAPP
24611,DANIEL E.,HARTIGAN - YES,NON-PARTISAN,4TH CIRCUIT - RETAIN HARTIGAN
24612,DANIEL E.,HARTIGAN - NO,NON-PARTISAN,4TH CIRCUIT - RETAIN HARTIGAN
24613,KIMBERLY G.,KOESTER - YES,NON-PARTISAN,4TH CIRCUIT - RETAIN KOESTER
24614,KIMBERLY G.,KOESTER - NO,NON-PARTISAN,4TH CIRCUIT - RETAIN KOESTER
24615,CRAIG H.,DeARMOND - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN DEARMOND
24616,NANCY S.,FAHEY - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN FAHEY
24617,CRAIG H.,DeARMOND - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN DEARMOND
24618,NANCY S.,FAHEY - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN FAHEY
24619,BRIEN J.,O'BRIEN - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN O'BRIEN
24620,BRIEN J.,O'BRIEN - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN O'BRIEN
24621,JEFFREY B. “JEFF”,FORD - YES,NON-PARTISAN,6TH CIRCUIT - RETAIN FORD
24622,JEFFREY B. “JEFF”,FORD - NO,NON-PARTISAN,6TH CIRCUIT - RETAIN FORD
24623,THOMAS E.,GRIFFITH - YES,NON-PARTISAN,6TH CIRCUIT - RETAIN GRIFFITH
24624,THOMAS E.,GRIFFITH - NO,NON-PARTISAN,6TH CIRCUIT - RETAIN GRIFFITH
24625,JOHN,BELZ - YES,NON-PARTISAN,7TH CIRCUIT - RETAIN BELZ
24626,JOHN,BELZ -  NO,NON-PARTISAN,7TH CIRCUIT - RETAIN BELZ
24627,DAVID R.,CHERRY - YES,NON-PARTISAN,7TH CIRCUIT - RETAIN CHERRY
24628,DAVID R.,CHERRY - NO,NON-PARTISAN,7TH CIRCUIT - RETAIN CHERRY
24629,KENNETH R.,DEIHL - YES,NON-PARTISAN,7TH CIRCUIT - RETAIN DEIHL
24630,KENNETH R.,DEIHL - NO,NON-PARTISAN,7TH CIRCUIT - RETAIN DEIHL
24631,ERIC S.,PISTORIUS - YES,NON-PARTISAN,7TH CIRCUIT - RETAIN PISTORIUS
24632,ERIC S.,PISTORIUS - NO,NON-PARTISAN,7TH CIRCUIT - RETAIN PISTORIUS
24633,J. FRANK,McCARTNEY - YES,NON-PARTISAN,8TH CIRCUIT - RETAIN McCARTNEY
24634,J. FRANK,McCARTNEY - NO,NON-PARTISAN,8TH CIRCUIT - RETAIN McCARTNEY
24635,RODNEY G.,CLARK - YES,NON-PARTISAN,9TH CIRCUIT - RETAIN CLARK
24636,RODNEY G.,CLARK - NO,NON-PARTISAN,9TH CIRCUIT - RETAIN CLARK
24637,SCOTT,SHIPPLETT - YES,NON-PARTISAN,9TH CIRCUIT - RETAIN SHIPPLETT
24638,SCOTT,SHIPPLETT - NO,NON-PARTISAN,9TH CIRCUIT - RETAIN SHIPPLETT
24639,JAMES,STANDARD - YES,NON-PARTISAN,9TH CIRCUIT - RETAIN STANDARD
24640,JAMES,STANDARD - NO,NON-PARTISAN,9TH CIRCUIT - RETAIN STANDARD
24641,PAUL,GILFILLAN - YES,NON-PARTISAN,10TH CIRCUIT - RETAIN GILFILLAN
24642,PAUL,GILFILLAN - NO,NON-PARTISAN,10TH CIRCUIT - RETAIN GILFILLAN
24643,KATE,GORMAN - YES,NON-PARTISAN,10TH CIRCUIT - RETAIN GORMAN
24644,KATE,GORMAN - NO,NON-PARTISAN,10TH CIRCUIT - RETAIN GORMAN
24645,KEVIN W.,LYONS - YES,NON-PARTISAN,10TH CIRCUIT - RETAIN LYONS
24646,KEVIN W.,LYONS - NO,NON-PARTISAN,10TH CIRCUIT - RETAIN LYONS
24647,REBECCA SIMMONS,FOLEY - YES,NON-PARTISAN,11TH CIRCUIT - RETAIN FOLEY
24648,REBECCA SIMMONS,FOLEY - NO,NON-PARTISAN,11TH CIRCUIT - RETAIN FOLEY
24649,PAUL,LAWRENCE - YES,NON-PARTISAN,11TH CIRCUIT - RETAIN LAWRENCE
24650,PAUL,LAWRENCE - NO,NON-PARTISAN,11TH CIRCUIT - RETAIN LAWRENCE
24651,TROY,HOLLAND - YES,NON-PARTISAN,13TH CIRCUIT - RETAIN HOLLAND
24652,TROY,HOLLAND - NO,NON-PARTISAN,13TH CIRCUIT - RETAIN HOLLAND
24653,CYNTHIA M.,RACCUGLIA - YES,NON-PARTISAN,13TH CIRCUIT - RETAIN RACCUGLIA
24654,CYNTHIA M.,RACCUGLIA - NO,NON-PARTISAN,13TH CIRCUIT - RETAIN RACCUGLIA
24655,JEFFREY W.,O’CONNOR - YES,NON-PARTISAN,14TH CIRCUIT - RETAIN O’CONNOR
24656,JEFFREY W.,O’CONNOR - NO,NON-PARTISAN,14TH CIRCUIT - RETAIN O’CONNOR
24657,STANLEY B.,STEINES - YES,NON-PARTISAN,14TH CIRCUIT - RETAIN STEINES
24658,STANLEY B.,STEINES - NO,NON-PARTISAN,14TH CIRCUIT - RETAIN STEINES
24659,MARK A.,VANDEWIELE - YES,NON-PARTISAN,14TH CIRCUIT - RETAIN VANDEWIELE
24660,MARK A.,VANDEWIELE - NO,NON-PARTISAN,14TH CIRCUIT - RETAIN VANDEWIELE
24661,MICHAEL P.,BALD - YES,NON-PARTISAN,15TH CIRCUIT - RETAIN BALD
24662,MICHAEL P.,BALD - NO,NON-PARTISAN,15TH CIRCUIT - RETAIN BALD
24663,ROBERT T.,HANSON - YES,NON-PARTISAN,15TH CIRCUIT - RETAIN HANSON
24664,ROBERT T.,HANSON - NO,NON-PARTISAN,15TH CIRCUIT - RETAIN HANSON
24665,JOHN A.,BARSANTI - YES,NON-PARTISAN,16TH CIRCUIT - RETAIN BARSANTI
24666,JOHN A.,BARSANTI - NO,NON-PARTISAN,16TH CIRCUIT - RETAIN BARSANTI
24667,DONALD C.,HUDSON - YES,NON-PARTISAN,16TH CIRCUIT - RETAIN HUDSON
24668,DONALD C.,HUDSON - NO,NON-PARTISAN,16TH CIRCUIT - RETAIN HUDSON
24669,JOHN G.,DALTON - YES,NON-PARTISAN,16TH CIRCUIT - RETAIN DALTON
24670,JOHN G.,DALTON - NO,NON-PARTISAN,16TH CIRCUIT - RETAIN DALTON
24671,BRENDAN,MAHER - YES,NON-PARTISAN,17TH CIRCUIT - RETAIN MAHER
24672,BRENDAN,MAHER - NO,NON-PARTISAN,17TH CIRCUIT - RETAIN MAHER
24673,PATRICK J.,O’SHEA - YES,NON-PARTISAN,18TH CIRCUIT - RETAIN O’SHEA
24674,PATRICK J.,O’SHEA - NO,NON-PARTISAN,18TH CIRCUIT - RETAIN O’SHEA
24675,PATRICIA S.,FIX - YES,NON-PARTISAN,19TH CIRCUIT - RETAIN FIX
24676,PATRICIA S.,FIX - NO,NON-PARTISAN,19TH CIRCUIT - RETAIN FIX
24677,THOMAS,SCHIPPERS - YES,NON-PARTISAN,19TH CIRCUIT - RETAIN SCHIPPERS
24678,THOMAS,SCHIPPERS - NO,NON-PARTISAN,19TH CIRCUIT - RETAIN SCHIPPERS
24680,ZINA R.,CRUSE - YES,NON-PARTISAN,20TH CIRCUIT - RETAIN CRUSE
24681,ZINA R.,CRUSE - NO,NON-PARTISAN,20TH CIRCUIT - RETAIN CRUSE
24682,DANIEL J.,EMGE - YES,NON-PARTISAN,20TH CIRCUIT - RETAIN EMGE
24683,DANIEL J.,EMGE - NO,NON-PARTISAN,20TH CIRCUIT - RETAIN EMGE
24684,ANDREW J.,GLEESON - YES,NON-PARTISAN,20TH CIRCUIT - RETAIN GLEESON
24685,ANDREW J.,GLEESON - NO,NON-PARTISAN,20TH CIRCUIT - RETAIN GLEESON
24686,MICHAEL J.,CHMIEL - YES,NON-PARTISAN,22ND CIRCUIT - RETAIN CHMIEL
24687,MICHAEL J.,CHMIEL - NO,NON-PARTISAN,22ND CIRCUIT - RETAIN CHMIEL
24688,MELISSA S.,BARNHART - YES,NON-PARTISAN,23RD CIRCUIT - RETAIN  BARNHART
24689,MELISSA S.,BARNHART - NO,NON-PARTISAN,23RD CIRCUIT - RETAIN  BARNHART
24690,RONALD G.,MATEKAITIS - YES,NON-PARTISAN,23RD CIRCUIT - RETAIN MATEKAITIS
24691,RONALD G.,MATEKAITIS - NO,NON-PARTISAN,23RD CIRCUIT - RETAIN MATEKAITIS
24692,MARY MARGARET,BROSNAHAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BROSNAHAN
24693,MARY MARGARET,BROSNAHAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BROSNAHAN
24694,MATTHEW E.,COGHLAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN COGHLAN
24695,MATTHEW E.,COGHLAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN COGHLAN
24696,KATHY M.,FLANAGAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN FLANAGAN
24697,KATHY M.,FLANAGAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN FLANAGAN
24699,CATHERINE MARIE,HABERKORN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HABERKORN
24700,ELIZABETH MARY,HAYES - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HAYES
24701,ELIZABETH MARY,HAYES - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HAYES
24702,CATHERINE MARIE,HABERKORN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HABERKORN
24703,PAUL A.,KARKULA - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN KARKULA
24704,PAUL A.,KARKULA - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN KARKULA
24705,PAMELA M.,LEEMING - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN LEEMING
24706,PAMELA M.,LEEMING - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN LEEMING
24707,STUART F.,LUBIN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN LUBIN
24708,STUART F.,LUBIN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN LUBIN
24709,MARCIA,MARAS - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN MARAS
24710,MARCIA,MARAS - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN MARAS
24711,DIANN KAREN,MARSALEK - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN MARSALEK
24712,DIANN KAREN,MARSALEK - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN MARSALEK
24713,MIKE,MCHALE - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN McHALE
24714,MIKE,MCHALE - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN McHALE
24715,MICHAEL TULLY,MULLEN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN MULLEN
24716,MICHAEL TULLY,MULLEN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN MULLEN
24717,JAMES PATRICK,MURPHY - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN MURPHY, JAMES PATRICK"
24718,JAMES PATRICK,MURPHY - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN MURPHY, JAMES PATRICK"
24719,JOYCE MARIE MURPHY,GORMAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN GORMAN
24720,JOYCE MARIE MURPHY,GORMAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN GORMAN
24723,JOAN MARGARET,O’BRIEN - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN O’BRIEN, JOAN MARGARET"
24724,JOAN MARGARET,O’BRIEN - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN O’BRIEN, JOAN MARGARET"
24725,KAREN LYNN,O’MALLEY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN O’MALLEY
24726,KAREN LYNN,O’MALLEY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN O’MALLEY
24727,LORNA ELLEN,PROPES - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN PROPES
24728,LORNA ELLEN,PROPES - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN PROPES
24729,CYNTHIA,RAMIREZ - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN RAMIREZ
24730,CYNTHIA,RAMIREZ - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN RAMIREZ
24731,ERICA L.,REDDICK - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN REDDICK
24732,ERICA L.,REDDICK - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN REDDICK
24733,THOMAS DAVID,ROTI - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN ROTI
24734,THOMAS DAVID,ROTI - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN ROTI
24735,COLLEEN F.,SHEEHAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN SHEEHAN
24736,COLLEEN F.,SHEEHAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN SHEEHAN
24737,CARL ANTHONY,WALKER - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN WALKER
24738,CARL ANTHONY,WALKER - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN WALKER
24739,CARL B.,BOYD - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BOYD
24740,CARL B.,BOYD - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BOYD
24741,E. KENNETH,"WRIGHT, JR. - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN WRIGHT, JR."
24742,E. KENNETH,"WRIGHT, JR. - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN WRIGHT, JR."
24743,DANIEL R.,DEGNAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN DEGNAN
24744,DANIEL R.,DEGNAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN DEGNAN
24745,PETER,FLYNN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN FLYNN
24746,PETER,FLYNN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN FLYNN
24747,THOMAS W.,MURPHY - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN MURPHY, THOMAS W."
24748,THOMAS W.,MURPHY - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN MURPHY, THOMAS W."
24749,TERRY,GALLAGHER - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN GALLAGHER
24750,TERRY,GALLAGHER - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN GALLAGHER
24751,EDWARD M.,MALONEY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN MALONEY
24752,EDWARD M.,MALONEY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN MALONEY
24753,JAMES M.,VARGA - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN VARGA
24754,JAMES M.,VARGA - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN VARGA
24755,DIANE M.,SHELLEY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN SHELLEY
24756,DIANE M.,SHELLEY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN SHELLEY
24757,RAMON,"OCASIO, III - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN OCASIO, III"
24758,RAMON,"OCASIO, III - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN OCASIO, III"
24759,BEATRIZ,SANTIAGO - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN SANTIAGO
24760,BEATRIZ,SANTIAGO - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN SANTIAGO
24761,TOMMY,BREWER - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BREWER
24762,TOMMY,BREWER - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BREWER
24763,WILLIAM G.,GAMBONEY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN GAMBONEY
24764,WILLIAM G.,GAMBONEY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN GAMBONEY
24765,CAROL M.,HOWARD - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HOWARD
24766,CAROL M.,HOWARD - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HOWARD
24767,KIMBERLY D.,LEWIS - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN LEWIS
24768,KIMBERLY D.,LEWIS - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN LEWIS
24769,AICHA MARIE,MACCARTHY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN MACCARTHY
24770,AICHA MARIE,MACCARTHY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN MACCARTHY
24771,JOHN H.,EHRLICH - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN EHRLICH
24772,JOHN H.,EHRLICH - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN EHRLICH
24773,CELIA LOUISE,GAMRATH - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN GAMRATH
24774,CELIA LOUISE,GAMRATH - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN GAMRATH
24777,LARRY G.,AXELROOD - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN AXELROOD
24778,LARRY G.,AXELROOD - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN AXELROOD
