CandidateID,CanFirstName,CanLastName,PartyName,OfficeName
16035,LARRY,PFEIFFER,DEMOCRATIC,"CALHOUN / GREENE / JERSEY, ETC. - SUPT. OF SCHOOLS"
16036,MARIE,STIEFEL,REPUBLICAN,CARROLL / JoDAVIESS / STEPHENSON - SUPT. OF SCHOOL
16037,JANE E.,QUINLAN,REPUBLICAN,CHAMPAIGN / FORD - SUPERINTENDENT OF SCHOOLS
16039,THERESA (TERRY),TRADER,DEMOCRATIC,CHRISTIAN / MONTGOMERY - SUPERINTENDENT OF SCHOOLS
16040,BOBBI,MATTINGLY,REPUBLICAN,CLARK / COLES / CUMBERLAND ETC. - SUPT. OF SCHOOLS
16041,NIK,GROOTHUIS,DEMOCRATIC,CLARK / COLES / CUMBERLAND ETC. - SUPT. OF SCHOOLS
16042,CAROL S.,STEINMAN,DEMOCRATIC,CLAY / CRAWFORD / JASPER ETC. - SUPT. OF SCHOOLS
16043,KERI,GARRETT,DEMOCRATIC,CLINTON / MARION / WASHINGTON - SUPT. OF SCHOOLS
16044,JUDY BAAR,TOPINKA,REPUBLICAN,COMPTROLLER
16045,DAVID E.,MILLER,DEMOCRATIC,COMPTROLLER
16046,R. ERIKA,SCHAFER,GREEN,COMPTROLLER
16047,JOHN C.,GRIFFIN,DEMOCRATIC,COOK CIRCUIT - 15TH SUBCIRCUIT - PHELAN VACANCY
16048,ANN FINLEY,COLLINS,DEMOCRATIC,COOK CIRCUIT - 11TH SUBCIRCUIT - RILEY VACANCY
16049,LINZEY D,JONES,DEMOCRATIC,COOK CIRCUIT - 15TH SUBCIRCUIT - LIPINSKI VACANCY
16050,THADDEUS L.,WILSON,DEMOCRATIC,COOK CIRCUIT - 1ST SUBCIRCUIT - COLEMAN VACANCY
16051,SHARON,ODEN-JOHNSON,DEMOCRATIC,COOK CIRCUIT - 1ST SUBCIRCUIT - STEELE VACANCY
16052,DANIEL,MALONE,DEMOCRATIC,COOK CIRCUIT - 3RD SUBCIRCUIT - A VACANCY
16053,ALLEN F.,MURPHY,DEMOCRATIC,"COOK CIRCUIT - 3RD SUBCIRCUIT - CARMODY, JR.  VAC."
16054,GEARY W.,KULL,DEMOCRATIC,COOK CIRCUIT - 9TH SUBCIRCUIT - OTAKA
16055,WILLIAM H.,HOOKS,DEMOCRATIC,COOK CIRCUIT- BERLAND VACANCY
16056,TERRY,MAcCARTHY,DEMOCRATIC,COOK CIRCUIT- BRONSTEIN VACANCY
16057,SUSAN KENNEDY,SULLIVAN,DEMOCRATIC,COOK CIRCUIT- DOLAN VACANCY
16058,RAYMOND W.,MITCHELL,DEMOCRATIC,COOK CIRCUIT- HAYES VACANCY
16059,JOHN PATRICK,"CALLAHAN, JR.",DEMOCRATIC,COOK CIRCUIT- KELLEY VACANCY
16060,THOMAS V.,LYONS,DEMOCRATIC,COOK CIRCUIT- O'MALLEY VACANCY
16061,MARK E.,JONTRY,REPUBLICAN,DeWITT / LIVINGSTON / McLEAN - SUPT. OF SCHOOLS
16062,"LAWRENCE D. ""LARRY""",FILLINGIM,DEMOCRATIC,EDWARDS / GALLATIN / HARDIN ETC. - SUPT. OF SCHOOL
16063,MATT,DONKIN,DEMOCRATIC,FRANKLIN / WILLIAMSON - SUPERINTENDENT OF SCHOOLS
16064,DAVID A.,DEMLER,DEMOCRATIC,FULTON / SCHUYLER - SUPERINTENDENT OF SCHOOLS
16065,BILL,BRADY,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR
16066,PAT,QUINN,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR
16067,RICH,WHITNEY,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR
16068,PAUL R.,NORDSTROM,REPUBLICAN,GRUNDY / KENDALL - SUPERINTENDENT OF SCHOOLS
16069,RON,DANIELS,REPUBLICAN,HAMILTON / JEFFERSON - SUPERINTENDENT OF SCHOOLS
16070,BRYAN,CROSS,DEMOCRATIC,HAMILTON / JEFFERSON - SUPERINTENDENT OF SCHOOLS
16071,JOHN,MEIXNER,REPUBLICAN,HANCOCK / McDONOUGH - SUPERINTENDENT OF SCHOOLS
16072,JODI L.,SCOTT,REPUBLICAN,HENDERSON / MERCER / WARREN -SUPT. OF SCHOOLS
16073,KAY M.,PANGLE,REPUBLICAN,IROQUOIS / KANKAKEE - SUPERINTENDENT OF SCHOOLS
16074,DONNA S.,BOROS,DEMOCRATIC,JACKSON / PERRY - SUPERINTENDENT OF SCHOOLS
16075,AMY JO,CLEMENS,REPUBLICAN,LEE / OGLE - SUPERINTENDENT OF SCHOOLS
16076,JEAN R.,ANDERSON,REPUBLICAN,LOGAN / MASON / MENARD - SUPERINTENDENT OF SCHOOLS
16077,MATTHEW T.,SNYDER,REPUBLICAN,MACON / PIATT - SUPERINTENDENT OF SCHOOLS
16078,RONDA J.,BANGERT,REPUBLICAN,MARSHALL / PUTNAM / WOODFOOD - SUPT. OF SCHOOLS
16079,MARC L,KIEHNA,REPUBLICAN,MONROE / RANDOLPH - SUPERINTENDENT OF SCHOOLS
16080,ROBERT,ENRIQUEZ,REPUBLICAN,SECRETARY OF STATE
16081,JESSE,WHITE,DEMOCRATIC,SECRETARY OF STATE
16083,DAN,RUTHERFORD,REPUBLICAN,TREASURER
16084,ROBIN,KELLY,DEMOCRATIC,TREASURER
16085,SCOTT K.,SUMMERS,GREEN,TREASURER
16086,MIKE,MCHANEY,DEMOCRATIC,4TH CIRCUIT- MORAN VACANCY
16087,JOHN P.,VESPA,REPUBLICAN,10TH CIRCUIT- VESPA VACANCY
16088,CHRISTOPHER J.,SPANOS,DEMOCRATIC,10TH CIRCUIT- VESPA VACANCY
16089,"CLARENCE ""MIKE""",DARROW,DEMOCRATIC,14TH CIRCUIT- VANDERSNICK VACANCY
16090,TIMOTHY J.,MCCANN,REPUBLICAN,16TH CIRCUIT- WEGNER VACANCY
16091,KAREN,SIMPSON,REPUBLICAN,16TH CIRCUIT- 3RD SUBCIRCUIT - A VACANCY
16092,DANIEL P.,GUERIN,REPUBLICAN,18TH CIRCUIT - BYRNE VACANCY
16093,DOROTHY F.,FRENCH,REPUBLICAN,18TH CIRCUIT - JORGENSEN VACANCY
16094,RON,SUTTER,REPUBLICAN,18TH CIRCUIT - KILANDER VACANCY
16099,DOUG,GRUENKE,REPUBLICAN,4TH CIRCUIT- HITPAS VACANCY
16100,ADAM M.,BROWN,REPUBLICAN,101ST REPRESENTATIVE
16101,AL,REYNOLDS,REPUBLICAN,52ND SENATE
16103,MARLA,WILSON,DEMOCRATIC,34TH SENATE
16104,BOBBY J.,PRITCHETT JR.,DEMOCRATIC,HENDERSON / MERCER / WARREN -SUPT. OF SCHOOLS
16105,VICTORIA F.,GRIZZOFFI,DEMOCRATIC,89TH REPRESENTATIVE
16106,ADAM,WOJCIK,REPUBLICAN,19TH SENATE
16107,"KENNETH ""KENNY""",WILLIAMS,GREEN,29TH REPRESENTATIVE
16108,RYAN,EGGERT,REPUBLICAN,86TH REPRESENTATIVE
16109,DAVE,LENKOWSKI,REPUBLICAN,12TH REPRESENTATIVE
16110,RAYMOND G.,WARDINGLEY,REPUBLICAN,1ST CONGRESS
16111,CEDRA,CRENSHAW,REPUBLICAN,43RD SENATE
16113,MARIA,OWENS,DEMOCRATIC,95TH REPRESENTATIVE
16114,WENDY J.,GRUEN,DEMOCRATIC,65TH REPRESENTATIVE
16115,JOSH,WEGER,DEMOCRATIC,55TH SENATE
16116,ISRAEL,VASQUEZ,REPUBLICAN,4TH CONGRESS
16122,CHARLES E.,FREEMAN - YES,NON-PARTISAN,1ST SUPREME - RETAIN FREEMAN
16123,THOMAS R.,FITZGERALD - YES,NON-PARTISAN,1ST SUPREME - RETAIN FITZGERALD
16124,BOB,THOMAS - YES,NON-PARTISAN,2ND SUPREME - RETAIN THOMAS
16125,TOM,KILBRIDE - YES,NON-PARTISAN,3RD SUPREME - RETAIN KILBRIDE
16126,JOSEPH,GORDON - YES,NON-PARTISAN,1ST APPELLATE - RETAIN GORDON
16128,JOHN J.,BOWMAN - YES,NON-PARTISAN,2ND APPELLATE - RETAIN BOWMAN
16130,MARY W.,MCDADE - YES,NON-PARTISAN,3RD APPELLATE - RETAIN McDADE
16131,THOMAS M.,WELCH - YES,NON-PARTISAN,5TH APPELLATE - RETAIN WELCH
16132,WILLIAM G.,SCHWARTZ - YES,NON-PARTISAN,1ST CIRCUIT - RETAIN SCHWARTZ
16133,W. CHARLES,GRACE - YES,NON-PARTISAN,1ST CIRCUIT - RETAIN GRACE
16134,TERRY H.,GAMBER - YES,NON-PARTISAN,2ND CIRCUIT - RETAIN GAMBER
16135,ROBERT M.,HOPKINS - YES,NON-PARTISAN,2ND CIRCUIT - RETAIN HOPKINS
16136,LARRY D.,DUNN - YES,NON-PARTISAN,2ND CIRCUIT - RETAIN DUNN
16137,DAVID K.,FRANKLAND - YES,NON-PARTISAN,2ND CIRCUIT - RETAIN FRANKLAND
16138,PAUL W.,LAMAR - YES,NON-PARTISAN,2ND CIRCUIT - RETAIN LAMAR
16139,"A. ANDREAS ""ANDY""",MATOESIAN - YES,NON-PARTISAN,3RD CIRCUIT - RETAIN MATOESIAN
16140,MICHAEL P.,KILEY - YES,NON-PARTISAN,4TH CIRCUIT - RETAIN KILEY
16141,KELLY D.,LONG - YES,NON-PARTISAN,4TH CIRCUIT - RETAIN LONG
16142,WM. ROBIN,TODD - YES,NON-PARTISAN,4TH CIRCUIT - RETAIN TODD
16143,GARY W.,JACOBS - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN JACOBS
16144,CLAUDIA,ANDERSON - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN ANDERSON
16145,MICHAEL D.,CLARY - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN CLARY
16146,JAMES R.,GLENN - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN GLENN
16147,MILLARD S.,EVERHART - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN EVERHART
16148,TERESA K.,RIGHTER - YES,NON-PARTISAN,5TH CIRCUIT - RETAIN RIGHTER
16149,JOHN P.,SHONKWILER - YES,NON-PARTISAN,6TH CIRCUIT - RETAIN SHONKWILER
16150,HEIDI,LADD - YES,NON-PARTISAN,6TH CIRCUIT - RETAIN LADD
16151,LEO J.,"ZAPPA, JR. - YES",NON-PARTISAN,"7TH CIRCUIT - RETAIN ZAPPA, JR."
16152,RICHARD T.,MITCHELL - YES,NON-PARTISAN,7TH CIRCUIT - RETAIN MITCHELL
16153,PATRICK J.,LONDRIGAN - YES,NON-PARTISAN,7TH CIRCUIT - RETAIN LONDRIGAN
16154,CAROL,POPE - YES,NON-PARTISAN,8TH CIRCUIT - RETAIN POPE
16155,ALESIA A.,MCMILLEN - YES,NON-PARTISAN,8TH CIRCUIT - RETAIN McMILLEN
16156,MARK A.,DRUMMOND - YES,NON-PARTISAN,8TH CIRCUIT - RETAIN DRUMMOND
16157,DAVID F.,STOVERINK - YES,NON-PARTISAN,9TH CIRCUIT - RETAIN STOVERINK
16158,MICHAEL E.,BRANDT - YES,NON-PARTISAN,10TH CIRCUIT - RETAIN BRANDT
16159,STEVE,PACEY - YES,NON-PARTISAN,11TH CIRCUIT - RETAIN PACEY
16160,JOHN B.,HUSCHEN - YES,NON-PARTISAN,11TH CIRCUIT - RETAIN HUSCHEN
16161,SCOTT D.,DRAZEWSKI - YES,NON-PARTISAN,11TH CIRCUIT - RETAIN DRAZEWSKI
16163,HOWARD CHRIS,"RYAN, JR. - YES",NON-PARTISAN,"13TH CIRCUIT - RETAIN RYAN, JR."
16164,MARC P.,BERNABEI - YES,NON-PARTISAN,13TH CIRCUIT - RETAIN BERNABEI
16165,LORI R.,LEFSTEIN - YES,NON-PARTISAN,14TH CIRCUIT - RETAIN LEFSTEIN
16166,JAMES G.,"CONWAY, JR. - YES",NON-PARTISAN,"14TH CIRCUIT - RETAIN CONWAY, JR."
16167,JOHN L.,HAUPTMAN - YES,NON-PARTISAN,14TH CIRCUIT - RETAIN HAUPTMAN
16168,THERESA L.,URSIN - YES,NON-PARTISAN,15TH CIRCUIT - RETAIN URSIN
16169,ROBERT B.,SPENCE - YES,NON-PARTISAN,16TH CIRCUIT - RETAIN SPENCE
16170,ROBBIN J.,STUCKERT - YES,NON-PARTISAN,16TH CIRCUIT - RETAIN STUCKERT
16171,KATHRYN E.,ZENOFF - YES,NON-PARTISAN,17TH CIRCUIT - RETAIN ZENOFF
16172,JANET R.,HOLMGREN - YES,NON-PARTISAN,17TH CIRCUIT - RETAIN HOLMGREN
16173,BONNIE M.,WHEATON - YES,NON-PARTISAN,18TH CIRCUIT - RETAIN WHEATON
16174,RODNEY,EQUI - YES,NON-PARTISAN,18TH CIRCUIT - RETAIN EQUI
16175,KENNETH L.,POPEJOY - YES,NON-PARTISAN,18TH CIRCUIT - RETAIN POPEJOY
16176,RAYMOND J.,MCKOSKI - YES,NON-PARTISAN,19TH CIRCUIT - RETAIN McKOSKI
16177,MARGARET J.,MULLEN - YES,NON-PARTISAN,19TH CIRCUIT - RETAIN MULLEN
16178,VICTORIA A.,ROSSETTI - YES,NON-PARTISAN,19TH CIRCUIT - RETAIN ROSSETTI
16179,FRED,FOREMAN - YES,NON-PARTISAN,19TH CIRCUIT - RETAIN FOREMAN
16180,ROBERT P.,LECHIEN - YES,NON-PARTISAN,20TH CIRCUIT - RETAIN LeCHIEN
16181,C. JOHN,BARICEVIC - YES,NON-PARTISAN,20TH CIRCUIT - RETAIN BARICEVIC
16182,DENNIS G.,HATCH - YES,NON-PARTISAN,20TH CIRCUIT - RETAIN HATCH
16183,KATHY BRADSHAW,ELLIOTT - YES,NON-PARTISAN,21ST CIRCUIT - RETAIN ELLIOTT
16184,CHARLES E.,FREEMAN - NO,NON-PARTISAN,1ST SUPREME - RETAIN FREEMAN
16185,THOMAS R.,FITZGERALD - NO,NON-PARTISAN,1ST SUPREME - RETAIN FITZGERALD
16186,BOB,THOMAS - NO,NON-PARTISAN,2ND SUPREME - RETAIN THOMAS
16187,TOM,KILBRIDE - NO,NON-PARTISAN,3RD SUPREME - RETAIN KILBRIDE
16188,JOSEPH,GORDON - NO,NON-PARTISAN,1ST APPELLATE - RETAIN GORDON
16189,THOMAS M.,WELCH - NO,NON-PARTISAN,5TH APPELLATE - RETAIN WELCH
16190,JOHN J.,BOWMAN - NO,NON-PARTISAN,2ND APPELLATE - RETAIN BOWMAN
16193,KATHY BRADSHAW,ELLIOTT - NO,NON-PARTISAN,21ST CIRCUIT - RETAIN ELLIOTT
16194,DENNIS G.,HATCH - NO,NON-PARTISAN,20TH CIRCUIT - RETAIN HATCH
16195,C. JOHN,BARICEVIC - NO,NON-PARTISAN,20TH CIRCUIT - RETAIN BARICEVIC
16196,ROBERT P.,LECHIEN - NO,NON-PARTISAN,20TH CIRCUIT - RETAIN LeCHIEN
16197,FRED,FOREMAN - NO,NON-PARTISAN,19TH CIRCUIT - RETAIN FOREMAN
16198,VICTORIA A.,ROSSETTI - NO,NON-PARTISAN,19TH CIRCUIT - RETAIN ROSSETTI
16199,MARGARET J.,MULLEN - NO,NON-PARTISAN,19TH CIRCUIT - RETAIN MULLEN
16200,RAYMOND J.,MCKOSKI - NO,NON-PARTISAN,19TH CIRCUIT - RETAIN McKOSKI
16201,KENNETH L.,POPEJOY - NO,NON-PARTISAN,18TH CIRCUIT - RETAIN POPEJOY
16202,RODNEY,EQUI - NO,NON-PARTISAN,18TH CIRCUIT - RETAIN EQUI
16203,BONNIE M.,WHEATON - NO,NON-PARTISAN,18TH CIRCUIT - RETAIN WHEATON
16204,JANET R.,HOLMGREN - NO,NON-PARTISAN,17TH CIRCUIT - RETAIN HOLMGREN
16205,KATHRYN E.,ZENOFF - NO,NON-PARTISAN,17TH CIRCUIT - RETAIN ZENOFF
16206,ROBBIN J.,STUCKERT - NO,NON-PARTISAN,16TH CIRCUIT - RETAIN STUCKERT
16207,ROBERT B.,SPENCE - NO,NON-PARTISAN,16TH CIRCUIT - RETAIN SPENCE
16208,THERESA L.,URSIN - NO,NON-PARTISAN,15TH CIRCUIT - RETAIN URSIN
16209,JOHN L.,HAUPTMAN - NO,NON-PARTISAN,14TH CIRCUIT - RETAIN HAUPTMAN
16210,JAMES G.,"CONWAY, JR. - NO",NON-PARTISAN,"14TH CIRCUIT - RETAIN CONWAY, JR."
16211,LORI R.,LEFSTEIN - NO,NON-PARTISAN,14TH CIRCUIT - RETAIN LEFSTEIN
16212,MARC P.,BERNABEI - NO,NON-PARTISAN,13TH CIRCUIT - RETAIN BERNABEI
16213,HOWARD CHRIS,"RYAN, JR. - NO",NON-PARTISAN,"13TH CIRCUIT - RETAIN RYAN, JR."
16215,SCOTT D.,DRAZEWSKI - NO,NON-PARTISAN,11TH CIRCUIT - RETAIN DRAZEWSKI
16216,JOHN B.,HUSCHEN - NO,NON-PARTISAN,11TH CIRCUIT - RETAIN HUSCHEN
16217,STEVE,PACEY - NO,NON-PARTISAN,11TH CIRCUIT - RETAIN PACEY
16218,MICHAEL E.,BRANDT - NO,NON-PARTISAN,10TH CIRCUIT - RETAIN BRANDT
16219,DAVID F.,STOVERINK - NO,NON-PARTISAN,9TH CIRCUIT - RETAIN STOVERINK
16220,MARK A.,DRUMMOND - NO,NON-PARTISAN,8TH CIRCUIT - RETAIN DRUMMOND
16221,ALESIA A.,MCMILLEN - NO,NON-PARTISAN,8TH CIRCUIT - RETAIN McMILLEN
16222,CAROL,POPE - NO,NON-PARTISAN,8TH CIRCUIT - RETAIN POPE
16223,PATRICK J.,LONDRIGAN - NO,NON-PARTISAN,7TH CIRCUIT - RETAIN LONDRIGAN
16224,RICHARD T.,MITCHELL - NO,NON-PARTISAN,7TH CIRCUIT - RETAIN MITCHELL
16225,LEO J.,"ZAPPA, JR. - NO",NON-PARTISAN,"7TH CIRCUIT - RETAIN ZAPPA, JR."
16226,HEIDI,LADD - NO,NON-PARTISAN,6TH CIRCUIT - RETAIN LADD
16227,JOHN P.,SHONKWILER - NO,NON-PARTISAN,6TH CIRCUIT - RETAIN SHONKWILER
16228,TERESA K.,RIGHTER - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN RIGHTER
16229,MILLARD S.,EVERHART - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN EVERHART
16230,JAMES R.,GLENN - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN GLENN
16231,MICHAEL D.,CLARY - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN CLARY
16232,CLAUDIA,ANDERSON - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN ANDERSON
16233,GARY W.,JACOBS - NO,NON-PARTISAN,5TH CIRCUIT - RETAIN JACOBS
16234,WM. ROBIN,TODD - NO,NON-PARTISAN,4TH CIRCUIT - RETAIN TODD
16235,KELLY D.,LONG - NO,NON-PARTISAN,4TH CIRCUIT - RETAIN LONG
16236,MICHAEL P.,KILEY - NO,NON-PARTISAN,4TH CIRCUIT - RETAIN KILEY
16237,"A. ANDREAS ""ANDY""",MATOESIAN - NO,NON-PARTISAN,3RD CIRCUIT - RETAIN MATOESIAN
16238,PAUL W.,LAMAR - NO,NON-PARTISAN,2ND CIRCUIT - RETAIN LAMAR
16239,DAVID K.,FRANKLAND - NO,NON-PARTISAN,2ND CIRCUIT - RETAIN FRANKLAND
16240,LARRY D.,DUNN - NO,NON-PARTISAN,2ND CIRCUIT - RETAIN DUNN
16241,ROBERT M.,HOPKINS - NO,NON-PARTISAN,2ND CIRCUIT - RETAIN HOPKINS
16242,TERRY H.,GAMBER - NO,NON-PARTISAN,2ND CIRCUIT - RETAIN GAMBER
16243,W. CHARLES,GRACE - NO,NON-PARTISAN,1ST CIRCUIT - RETAIN GRACE
16244,WILLIAM G.,SCHWARTZ - NO,NON-PARTISAN,1ST CIRCUIT - RETAIN SCHWARTZ
16245,MARY W.,MCDADE - NO,NON-PARTISAN,3RD APPELLATE - RETAIN McDADE
16246,SOPHIA H.,HALL - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HALL
16247,SOPHIA H.,HALL - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HALL
16250,IRWIN J.,SOLGANICK - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN SOLGANICK
16251,IRWIN J.,SOLGANICK - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN SOLGANICK
16252,ALEXANDER PATRICK,WHITE - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN WHITE
16253,ALEXANDER PATRICK,WHITE - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN WHITE
16254,DONALD J.,"O'BRIEN, JR. - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN O'BRIEN, JR."
16255,DONALD J.,"O'BRIEN, JR. - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN O'BRIEN, JR."
16256,VINCENT MICHAEL,GAUGHAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN GAUGHAN
16257,VINCENT MICHAEL,GAUGHAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN GAUGHAN
16258,WILLIAM D.,MADDUX - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN MADDUX
16259,WILLIAM D.,MADDUX - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN MADDUX
16260,ROBERT W.,BERTUCCI - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BERTUCCI
16261,ROBERT W.,BERTUCCI - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BERTUCCI
16262,RICHARD J.,"BILLIK, JR. - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN BILLIK, JR."
16263,RICHARD J.,"BILLIK, JR. - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN BILLIK, JR."
16264,JENNIFER DUNCAN,BRICE - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BRICE
16265,JENNIFER DUNCAN,BRICE - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BRICE
16266,THOMAS MICHAEL,DAVY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN DAVY
16267,THOMAS MICHAEL,DAVY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN DAVY
16268,DAVID,DELGADO - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN DELGADO
16269,DAVID,DELGADO - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN DELGADO
16270,DEBORAH MARY,DOOLING - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN DOOLING
16271,DEBORAH MARY,DOOLING - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN DOOLING
16272,TIMOTHY C.,EVANS - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN EVANS
16273,TIMOTHY C.,EVANS - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN EVANS
16274,ALLEN S.,GOLDBERG - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN GOLDBERG
16275,ALLEN S.,GOLDBERG - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN GOLDBERG
16276,SUSAN RUSCITTI,GRUSSEL - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN GRUSSEL
16277,SUSAN RUSCITTI,GRUSSEL - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN GRUSSEL
16278,CHEYRL D.,INGRAM - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN INGRAM
16279,CHEYRL D.,INGRAM - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN INGRAM
16280,RAYMOND L.,JAGIELSKI - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN JAGIELSKI
16281,RAYMOND L.,JAGIELSKI - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN JAGIELSKI
16282,DOROTHY F.,JONES - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN JONES
16283,DOROTHY F.,JONES - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN JONES
16284,DANIEL E.,JORDAN - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN JORDAN, DANIEL"
16285,DANIEL E.,JORDAN - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN JORDAN, DANIEL"
16286,CAROL A.,KELLY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN KELLY
16287,CAROL A.,KELLY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN KELLY
16288,BERTINA E.,LAMPKIN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN LAMPKIN
16289,BERTINA E.,LAMPKIN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN LAMPKIN
16290,JEFFREY,LAWRENCE - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN LAWRENCE
16291,JEFFREY,LAWRENCE - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN LAWRENCE
16292,WILLIAM,MAKI - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN MAKI
16293,WILLIAM,MAKI - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN MAKI
16294,WILLIAM D.,O'NEAL - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN O'NEAL
16295,WILLIAM D.,O'NEAL - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN O'NEAL
16296,ROBERT J.,QUINN - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN QUINN, ROBERT"
16297,ROBERT J.,QUINN - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN QUINN, ROBERT"
16298,LEIDA J. GONZALEZ,SANTIAGO - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN SANTIAGO
16299,LEIDA J. GONZALEZ,SANTIAGO - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN SANTIAGO
16300,DANIEL J.,SULLIVAN - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN SULLIVAN, DANIEL"
16301,DANIEL J.,SULLIVAN - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN SULLIVAN, DANIEL"
16302,SHARON MARIE,SULLIVAN - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN SULLIVAN, SHARON"
16303,SHARON MARIE,SULLIVAN - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN SULLIVAN, SHARON"
16306,SUSAN FRANCES,ZWICK - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN ZWICK
16307,SUSAN FRANCES,ZWICK - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN ZWICK
16308,SUSAN JEANINE,MCDUNN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN McDUNN
16309,SUSAN JEANINE,MCDUNN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN McDUNN
16310,JAMES PATRICK,MCCARTHY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN McCARTHY
16311,JAMES PATRICK,MCCARTHY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN McCARTHY
16312,PAUL P.,"BIEBEL, JR. - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN BIEBEL, JR."
16313,PAUL P.,"BIEBEL, JR. - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN BIEBEL, JR."
16314,NANCY J.,ARNOLD - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN ARNOLD
16315,NANCY J.,ARNOLD - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN ARNOLD
16316,ARNETTE R.,HUBBARD - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HUBBARD
16317,ARNETTE R.,HUBBARD - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HUBBARD
16318,THOMAS L.,HOGAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HOGAN
16319,THOMAS L.,HOGAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HOGAN
